0,0
2,0
2.05,7.638
2.148,7.638
2.228,12.253
2.294,16.391
2.353,20.21
2.382,22.756
2.419,25.26
2.477,23.074
2.52,20.845
2.593,19.093
2.688,17.5
2.855,16.225
3.037,15.427
3.205,14.948
3.423,14.627
3.452,15.741
3.503,14.785
3.736,14.623
3.955,14.303
4.21,14.141
4.494,13.819
4.763,13.338
5.12,13.334
5.382,13.013
5.404,9.352
5.418,4.895
5.45,0
